ACEN Colleges of Nursing,Program Type,State/Country,Status
Pennsylvania College of Technology,"One College Avenue Williamsport, Pennsylvania 17701-5799 ",Associate,Pennsylvania,Accredited
Pennsylvania College of Technology,"One College Avenue Williamsport, Pennsylvania 17701-5799 ",Baccalaureate,Pennsylvania,Accredited
Pennsylvania Western University,"1801 West First Street Oil City, Pennsylvania 16301-3297 ",Associate,Pennsylvania,Accredited
Pennsylvania Western University,"1801 West First Street Oil City, Pennsylvania 16301-3297 ",Baccalaureate,Pennsylvania,Accredited
Pennsylvania Western University,"1801 West First Street Oil City, Pennsylvania 16301-3297 United States",Master’s/Post-Master’s Certificate,Pennsylvania,Accredited
Pittsburgh Technical College,"1111 McKee Road Oakdale, Pennsylvania 15071 United States",Practical,Pennsylvania,Accredited
Reading Area Community College,"10 South 2nd Street Reading, Pennsylvania 19603 ",Practical,Pennsylvania,Accredited
Reading Area Community College,"10 South 2nd Street Reading, Pennsylvania 19603 United States",Associate,Pennsylvania,Accredited
Reading Hospital,"420 South 5th Street West Reading, Pennsylvania 19611 ",Diploma,Pennsylvania,Accredited
Roxborough Memorial Hospital,"5800 Ridge Avenue Philadelphia, Pennsylvania 19128 ",Diploma,Pennsylvania,Accredited
Saint Luke’s Hospital of Bethlehem,"801 Ostrum Street Bethlehem, Pennsylvania 18015 ",Diploma,Pennsylvania,Accredited
Sharon Regional Medical Center,"740 East State Street Sharon, Pennsylvania 16146 United States",Diploma,Pennsylvania,Accredited
University of Pittsburgh at Bradford,"300 Campus Drive Bradford, Pennsylvania 16701-2898 United States",Associate,Pennsylvania,Accredited
University of Pittsburgh at Bradford,"300 Campus Drive Bradford, Pennsylvania 16701-2898 United States",Baccalaureate,Pennsylvania,Accredited
UPMC Jameson,"2414 Wilmington Road New Castle, Pennsylvania 16105-2595 United States",Diploma,Pennsylvania,Accredited
UPMC Mercy,"1401 Boulevard of the Allies Pittsburgh, Pennsylvania 15219 United States",Diploma,Pennsylvania,Accredited
UPMC Presbyterian Shadyside,"5230 Centre Avenue Pittsburgh, Pennsylvania 15232 United States",Diploma,Pennsylvania,Accredited
UPMC St. Margaret,"Seventh Street Commons, 221 Seventh Street Pittsburgh, Pennsylvania 15238 United States",Diploma,Pennsylvania,Accredited
Venango County Area Vocational Technical School,"1 Vo-Tech Drive Oil City, Pennsylvania 16301 United States",Practical,Pennsylvania,Accredited
Washington Health System – Washington Hospital,"155 Wilson Avenue Washington, Pennsylvania 15301-3398 United States",Diploma,Pennsylvania,Accredited
Western Pennsylvania Hospital,"4900 Friendship Avenue Pittsburgh, Pennsylvania 15224 United States",Diploma,Pennsylvania,Accredited
Westmoreland County Community College,"145 Pavilion Lane Youngwood, Pennsylvania 15697 United States",Associate,Pennsylvania,Accredited
Wilkes-Barre Area Career and Technical Center,"350 Jumper Road Wilkes-Barre, Pennsylvania 18705-0699 United States",Practical,Pennsylvania,Accredited
York County School of Technology,"2179 South Queen Street York, Pennsylvania 17402-4696 United States",Practical,Pennsylvania,Accredited
Atenas College,"Paseo del Atenas #101 Manati, Puerto Rico 00674-0365 ",Associate,Puerto Rico,Accredited
Atenas College,"101 Paseo de la Atenas Manati, Puerto Rico 00674 United States",Baccalaureate,Puerto Rico,Accredited
Colegio Universitario de San Juan,"180 Jose Oiver Tres Monjitas Industrial Park San Juan, Puerto Rico 00918 ",Associate,Puerto Rico,Accredited
Columbia Central University,"Road Number 183, K.M. 1.7. Caguas, Puerto Rico 00725 ",Baccalaureate,Puerto Rico,Accredited
EDP University of Puerto Rico,"PO Box 192303 San Juan, Puerto Rico 0019-2303 United States",Associate,Puerto Rico,Accredited
EDP University of Puerto Rico,"PO Box 192303 San Juan, Puerto Rico 00919-2303 United States",Baccalaureate,Puerto Rico,Accredited
Inter American University of Puerto Rico – Aguadilla Campus,"Call Box 20,000 Aguadilla, Puerto Rico 00605 ",Baccalaureate,Puerto Rico,Accredited
Inter American University of Puerto Rico – Aguadilla Campus,"Call Box 20,000  Road 459 Int 463 Aguadilla, Puerto Rico 00603 United States",Associate,Puerto Rico,Accredited
Inter American University of Puerto Rico – Arecibo Campus,"PO Box 4050 Arecibo, Puerto Rico 00614-4050 United States",Baccalaureate,Puerto Rico,Accredited
Inter American University of Puerto Rico – Metropolitan Campus,"PO Box 191293 San Juan, Puerto Rico 00919-1293 ",Baccalaureate,Puerto Rico,Accredited
Inter American University of Puerto Rico – Metropolitan Campus,"PO Box 191293 San Juan, Puerto Rico 00919-1293 United States",Associate,Puerto Rico,Accredited
NUC University,"PO Box 2036 Bayamon, Puerto Rico 00960 United States",Baccalaureate,Puerto Rico,Accredited
NUC University,"PO Box 2036 Bayamon, Puerto Rico 00960 ",Associate,Puerto Rico,Accredited
Pontificia Universidad Catolica de Puerto Rico,"2250 Las Americas Avenue, Suite 513 Ponce, Puerto Rico 00717-0997 United States",Baccalaureate,Puerto Rico,Accredited
Pontificia Universidad Catolica de Puerto Rico,"2250 Las Americas Avenue, Suite 513 Ponce, Puerto Rico 00717-0997 ",Master’s,Puerto Rico,Accredited
Universidad Ana G. Mendez – Carolina Campus,"PO Box 2010 Carolina, Puerto Rico 00984 United States",Associate,Puerto Rico,Accredited
Universidad Ana G. Mendez – Carolina Campus,"PO Box 2010 Carolina, Puerto Rico 00984 United States",Baccalaureate,Puerto Rico,Accredited
Universidad Ana G. Mendez – Cupey Campus,"PO Box 21150 San Juan, Puerto Rico 00928-1150 United States",Associate,Puerto Rico,Accredited
Universidad Ana G. Mendez – Cupey Campus,"PO Box 21150 San Juan, Puerto Rico 00928-1150 United States",Baccalaureate,Puerto Rico,Accredited
Universidad Ana G. Mendez – Cupey Campus,"PO Box 21150 San Juan, Puerto Rico 00928-1150 United States",Master’s,Puerto Rico,Accredited
Universidad de Puerto Rico en Arecibo,"PO Box 4010 Arecibo, Puerto Rico 00614-4010 United States",Associate,Puerto Rico,Accredited
Universidad de Puerto Rico en Arecibo,"PO Box 4010 Arecibo, Puerto Rico 00614-4010 United States",Baccalaureate,Puerto Rico,Accredited
Universidad de Puerto Rico en Humacao,"Call Box 860 Humacao, Puerto Rico 00792 United States",Baccalaureate,Puerto Rico,Accredited
University of Puerto Rico at Mayaguez,"PO Box 9015 Mayaguez, Puerto Rico 00681-9000 United States",Baccalaureate,Puerto Rico,Accredited
Community College of Rhode Island,"400 East Avenue Warwick, Rhode Island 02886-1807 ",Associate,Rhode Island,Accredited
Community College of Rhode Island,"400 East Avenue Warwick, Rhode Island 02886-1807 ",Practical,Rhode Island,Accredited
Lincoln Technical Institute,"622 George Washington Highway Lincoln, Rhode Island 02865 ",Practical,Rhode Island,Accredited
New England Institute of Technology,"One New England Tech Boulevard East Greenwich, Rhode Island 02818-1205 ",Associate,Rhode Island,Accredited
New England Institute of Technology,"One New England Tech Boulevard East Greenwich, Rhode Island 02818-1205 United States",Baccalaureate,Rhode Island,Accredited
New England Institute of Technology,"One New England Tech Boulevard East Greenwich, Rhode Island 02818-1205 ",Master’s,Rhode Island,Accredited
New England Institute of Technology,"One New England Tech Boulevard East Greenwich, Rhode Island 02818 USA",Practical,Rhode Island,Accredited
"Academy for Careers and Technology, The","2697 East Highway 76 Mullins, South Carolina 29574 ",Practical,South Carolina,Accredited
Aiken Technical College,"PO Drawer 696 Aiken, South Carolina 29802 ",Associate,South Carolina,Accredited
Aiken Technical College,"PO Drawer 696 Aiken, South Carolina 29802 United States",Practical,South Carolina,Accredited
Central Carolina Technical College,"506 North Guignard Drive Sumter, South Carolina 29150-2499 United States",Associate,South Carolina,Accredited
Charleston Southern University,"9200 University Boulevard Charleston, South Carolina 29423-8087 ",Baccalaureate,South Carolina,Accredited
Charleston Southern University,"9200 University Boulevard Charleston, South Carolina 29423-8087 ",Master’s/Post-Master’s Certificate,South Carolina,Accredited
Coastal Carolina University,"PO Box 261954 Conway, South Carolina 29528 United States",Baccalaureate,South Carolina,Accredited
Florence-Darlington Technical College,"2715 West Lucas Street, PO Box 100548 Florence, South Carolina 29502-0548 United States",Associate,South Carolina,Accredited
Galen College of Nursing – Myrtle Beach,"920 Doug White Drive, 3rd Floor Myrtle Beach, South Carolina 29572 United States",Associate,South Carolina,Accredited
Greenville Technical College,"506 Pleasantburg Drive Greenville, South Carolina 29607 United States",Associate,South Carolina,Accredited
Horry-Georgetown Technical College,"743 Hemlock Avenue Myrtle Beach, South Carolina 25977 ",Associate,South Carolina,Accredited
Horry-Georgetown Technical College,"743 Hemlock Avenue Myrtle Beach, South Carolina 25977 ",Practical,South Carolina,Accredited
Midlands Technical College,"1260 Lexington Drive Columbia, South Carolina 29170 United States",Associate,South Carolina,Accredited
Midlands Technical College,"1260 Lexington Drive Columbia, South Carolina 29170 ",Practical,South Carolina,Accredited
Orangeburg-Calhoun Technical College,"3250 St. Matthews Road Orangeburg, South Carolina 29118 ",Practical,South Carolina,Accredited
Orangeburg-Calhoun Technical College,"3250 St. Matthews Road Orangeburg, South Carolina 29118 ",Associate,South Carolina,Accredited
Piedmont Technical College,"620 North Emerald Road Greenwood, South Carolina 29648 ",Associate,South Carolina,Accredited
Spartanburg Community College,"107 Community College Drive Spartanburg, South Carolina 29305 United States",Associate,South Carolina,Accredited
Technical College of the Lowcountry,"921 Ribaut Road, PO Box 1288 Beaufort, South Carolina 29901-1288 ",Associate,South Carolina,Accredited
Technical College of the Lowcountry,"921 Ribaut Road, PO Box 1288 Beaufort, South Carolina 29901-1288 United States",Practical,South Carolina,Accredited
Tri-County Technical College,"7900 Highway 76 Pendleton, South Carolina 29670 United States",Associate,South Carolina,Accredited
Tri-County Technical College,"7900 Highway 76 Pendleton, South Carolina 29670 United States",Practical,South Carolina,Accredited
Trident Technical College,"7000 Rivers Avenue, PO Box 118067 Charleston, South Carolina 29423-8067 ",Associate,South Carolina,Accredited
Trident Technical College,"7000 Rivers Avenue, PO Box 118067 Charleston, South Carolina 29423-8067 ",Practical,South Carolina,Accredited
York Technical College,"452 South Anderson Road Rock Hill, South Carolina 29730 United States",Associate,South Carolina,Accredited
York Technical College,"452 South Anderson Road Rock Hill, South Carolina 29730 United States",Practical,South Carolina,Accredited
Lake Area Technical College,"230 11th Street NE, PO Box 730 Watertown, South Dakota 57201 ",Practical,South Dakota,Accredited
Lake Area Technical College,"PO Box 730 Watertown, South Dakota 57201 ",Associate,South Dakota,Accredited
Southeast Technical College,"2320 North Career Avenue Sioux Falls, South Dakota 57107 ",Associate,South Dakota,Accredited
Southeast Technical College,"2320 North Career Avenue Sioux Falls, South Dakota 57107 United States",Practical,South Dakota,Accredited
Western Dakota Technical College,"800 Mickelson Drive Rapid City, South Dakota 57703 United States",Practical,South Dakota,Accredited
Austin Peay State University,"601 College Street Clarksville, Tennessee 37044 United States",Master’s,Tennessee,Accredited
Chattanooga State Community College,"4501 Amnicola Highway Chattanooga, Tennessee 37406 United States",Associate,Tennessee,Accredited
Cleveland State Community College,"3535 Adkisson Drive, PO Box 3570 Cleveland, Tennessee 37320-3570 United States",Associate,Tennessee,Accredited
Columbia State Community College,"1665 Hampshire Pike Columbia, Tennessee 38401 ",Associate,Tennessee,Accredited
Dyersburg State Community College,"1510 Lake Road Dyersburg, Tennessee 38024 United States",Associate,Tennessee,Accredited
Fortis Institute – Cookeville,"1025 Highway 11 Cookeville, Tennessee 38501 United States",Associate,Tennessee,Accredited
Fortis Institute – Nashville,"3354 Perimeter Hill Drive, Suite 200 Nashville, Tennessee 37211 ",Associate,Tennessee,Accredited
Galen College of Nursing – Nashville,"1100 Dr. Martin Luther King Jr. Boulevard, Fourth Floor Nashville, Tennessee 37203 USA",Associate,Tennessee,Accredited
Jackson State Community College,"2046 North Parkway Jackson, Tennessee 38301-3797 United States",Associate,Tennessee,Accredited
Lincoln Memorial University,"6965 Cumberland Gap Parkway Harrogate, Tennessee 37752 ",Associate,Tennessee,Accredited
Lincoln Memorial University,"6965 Cumberland Gap Parkway Harrogate, Tennessee 37752 ",Baccalaureate,Tennessee,Accredited
Lincoln Memorial University,"6965 Cumberland Gap Parkway Harrogate, Tennessee 37752 ",Master’s/Post-Master’s Certificate,Tennessee,Accredited
Lincoln Memorial University,"6965 Cumberland Gap Parkway Harrogate, Tennessee 37752 ",Clinical Doctorate,Tennessee,Accredited
Lipscomb University,"One University Park Drive Nashville, Tennessee 37204-3951 ",Baccalaureate,Tennessee,Accredited
Motlow State Community College,"6015 Ledford Mull Road Tullahoma, Tennessee 37388 ",Associate,Tennessee,Accredited
Nashville State Community College,"120 White Bridge Road Nashville, Tennessee 37209 ",Associate,Tennessee,Accredited
Northeast State Community College,"300 West Main Street Kingsport, Tennessee 37660 United States",Associate,Tennessee,Accredited
Pellissippi State Community College,"2731 Lamar Alexander Parkway Friendsville, Tennessee 37777 United States",Associate,Tennessee,Accredited
Roane State Community College,"276 Patton Lane Harriman, Tennessee 37748 ",Associate,Tennessee,Accredited
Southern Adventist University,"PO Box 370 Collegedale, Tennessee 37315-0370 ",Associate,Tennessee,Accredited
Southern Adventist University,"PO Box 370 Collegedale, Tennessee 37315-0370 ",Baccalaureate,Tennessee,Accredited
Southern Adventist University,"PO Box 370 Collegedale, Tennessee 37315-0370 ",Master’s/Post-Master’s Certificate,Tennessee,Accredited
Southern Adventist University,"PO Box 370 Collegedale, Tennessee 37315-0370 ",Clinical Doctorate,Tennessee,Accredited
Southwest Tennessee Community College,"737 Union Avenue Memphis, Tennessee 38103 United States",Associate,Tennessee,Accredited
Tennessee State University,"3500 John A. Merritt Boulevard, Box 9590 Nashville, Tennessee 37209-1561 ",Baccalaureate,Tennessee,Accredited
Tennessee State University,"3500 John A. Merritt Boulevard, Box 9590 Nashville, Tennessee 37209-1561 United States",Master’s/Post-Master’s Certificate,Tennessee,Accredited
University of Tennessee at Martin,"136 Gooch Hall, 538 University Street Martin, Tennessee 38238 United States",Baccalaureate,Tennessee,Accredited
Volunteer State Community College,"1480 Nashville Pike Gallatin, Tennessee 37066 United States",Associate,Tennessee,Accredited
Walters State Community College,"500 South Davy Crockett Parkway Morristown, Tennessee 37813-6899 United States",Associate,Tennessee,Accredited
Alvin Community College,"3110 Mustang Road Alvin, Texas 77511 United States",Associate,Texas,Accredited
Amarillo College,"6222 West 9th Avenue Amarillo, Texas 79106 ",Associate,Texas,Accredited
Austin Community College,"3401 Webberville Road Austin, Texas 78702 ",Associate,Texas,Accredited
Austin Community College,"3401 Webberville Road Austin, Texas 78702 United States",Practical,Texas,Accredited
Austin Community College,"3401 Webberville Road Austin, Texas 78702 ",Baccalaureate,Texas,Accredited
Baptist Health System School of Health Professions,"8400 Datapoint Drive San Antonio, Texas 78229-3234 ",Associate,Texas,Accredited
Baptist Health System School of Health Professions,"8400 Datapoint Drive San Antonio, Texas 78229-3234 ",Baccalaureate,Texas,Accredited
Blinn College,"1366 Bryan Road Bryan, Texas 77807 United States",Associate,Texas,Accredited
Central Texas College,"PO Box 1800 Killeen, Texas 76540-1800 ",Associate,Texas,Accredited
College of the Mainland,"1200 Amburn Road Texas City, Texas 77591 United States",Associate,Texas,Accredited
Collin County Community College District,"2200 West University Drive McKinney, Texas 75070 ",Associate,Texas,Accredited
Collin County Community College District,"2200 West University Drive McKinney, Texas 75071 ",Baccalaureate,Texas,Accredited
Covenant Medical Center,"1919 Frankford Avenue Lubbock, Texas 79407 ",Diploma,Texas,Accredited
Dallas College,"301 North Market Street, Suite 712 Dallas, Texas 75202-3604 ",Associate,Texas,Accredited
Dallas College,"301 North Market Street, Suite 712 Dallas, Texas 75202-3604 ",Practical,Texas,Accredited
Del Mar College,"101 Baldwin Boulevard Corpus Christi, Texas 78404-3897 ",Associate,Texas,Accredited
El Paso Community College,"PO Box 20500 (100 W. Rio Grande, 79902) El Paso, Texas 79998-0500 United States",Associate,Texas,Accredited
Galen College of Nursing – San Antonio,"7411 John Smith Drive, Suite 300 San Antonio, Texas 78229 ",Associate,Texas,Accredited
Galveston College,"4015 Avenue Q Galveston, Texas 77550-7496 United States",Associate,Texas,Accredited
Grayson College,"6101 Grayson Drive Denison, Texas 75020-8299 United States",Associate,Texas,Accredited
Grayson College,"6101 Grayson Drive Denison, Texas 75020 United States",Baccalaureate,Texas,Accredited
Houston Christian University,"7502 Fondren Road Houston, Texas 77074 United States",Baccalaureate,Texas,Accredited
Howard College,"1001 Birdwell Lane Big Spring, Texas 79720-3799 United States",Associate,Texas,Accredited
Kilgore College,"1100 Broadway Kilgore, Texas 75662-3299 ",Associate,Texas,Accredited
Lamar University,"PO Box 10081 Beaumont, Texas 77710 ",Master’s,Texas,Accredited
Lamar University,"PO Box 10081 Beaumont, Texas 77710 ",Baccalaureate,Texas,Accredited
Laredo College,"West End Washington Street Laredo, Texas 78040-4395 ",Associate,Texas,Accredited
Laredo College,"West End Washington Street Laredo, Texas 78040 United States",Baccalaureate,Texas,Accredited
Lee College,"711 West Texas Avenue Baytown, Texas 77520 ",Associate,Texas,Accredited
Lone Star College – Cy Fair,"9191 Baker Cypress Road Cypress, Texas 77433-1383 ",Associate,Texas,Accredited
Lone Star College – Kingwood,"20000 Kingwood Drive Kingwood, Texas 77339 ",Associate,Texas,Accredited
Lone Star College – Montgomery,"3200 College Park Drive Conroe, Texas 77384-4500 United States",Associate,Texas,Accredited
Lone Star College – North Harris,"17200 Red Oak Drive, Suite 200 – Health Professions Building Houston, Texas 77090 ",Associate,Texas,Accredited
Lone Star College – The Woodlands,"3200 College Drive Conroe, Texas 77384-4500 ",Baccalaureate,Texas,Accredited
Lone Star College – Tomball,"700 Graham Drive Tomball, Texas 77375 United States",Associate,Texas,Accredited
Lubbock Christian University,"5601 West 19th Street Lubbock, Texas 79407 ",Baccalaureate,Texas,Accredited
Lubbock Christian University,"5601 West 19th Street Lubbock, Texas 79407 United States",Master’s,Texas,Accredited
McLennan Community College,"1400 College Drive Waco, Texas 76708 ",Associate,Texas,Accredited
Navarro College,"1900 John Arden Drive Waxahachie, Texas 75165 ",Associate,Texas,Accredited
North Central Texas College,"1525 West California Street Gainesville, Texas 76240-4699 United States",Associate,Texas,Accredited
Odessa College,"201 West University Boulevard Odessa, Texas 79764-7127 ",Associate,Texas,Accredited
Panola College,"820 West Panola Street Carthage, Texas 75633 ",Associate,Texas,Accredited
Paris Junior College,"2400 Clarksville Street Paris, Texas 75460-0246 United States",Associate,Texas,Accredited
Prairie View A&M University,"6436 Fannin Street Houston, Texas 77030 United States",Baccalaureate,Texas,Accredited
Prairie View A&M University,"6436 Fannin Street Houston, Texas 77030 United States",Master’s/Post-Master’s Certificate,Texas,Accredited
San Antonio College,"1819 North Main Avenue San Antonio, Texas 78212 ",Associate,Texas,Accredited
San Antonio College,"1819 North Main Avenue San Antonio, Texas 78212 ",Baccalaureate,Texas,Accredited
San Jacinto College – Central Campus,"8060 Spencer Highway, PO Box 2007 Pasadena, Texas 77505 United States",Associate,Texas,Accredited
San Jacinto College – Central Campus,"8060 Spencer Highway Pasadena, Texas 77505 ",Baccalaureate,Texas,Accredited
San Jacinto College – South Campus,"8060 Spencer Highway Pasadena, Texas 77505 ",Associate,Texas,Accredited
South Plains College,"1401 S. College Avenue Levelland, Texas 79336 ",Associate,Texas,Accredited
South Texas College,"1101 East Vermont Avenue McAllen, Texas 78503 United States",Associate,Texas,Accredited
South Texas College,"1101 East Vermont Avenue McAllen, Texas 78501 ",Baccalaureate,Texas,Accredited
Stephen F. Austin State University,"PO Box 6156 SFA Station, 5707 North Street Nacogdoches, Texas 75962 United States",Baccalaureate,Texas,Accredited
Stephen F. Austin State University,"5707 North Street Nacogdoches, Texas 75965 United States",Master’s,Texas,Accredited
Tarrant County College,"245 East Belknap Street Fort Worth, Texas 76102 ",Associate,Texas,Accredited
Temple College,"2600 South First Street Temple, Texas 76504-7435 ",Associate,Texas,Accredited
Texarkana College,"2500 North Robison Road Texarkana, Texas 75599 ",Associate,Texas,Accredited
Texas A&M International University,"5201 University Boulevard Laredo, Texas 78041-1900 United States",Master’s,Texas,Accredited
Texas A&M International University,"5201 University Boulevard Laredo, Texas 78041-1900 ",Baccalaureate,Texas,Accredited
Trinity Valley Community College,"1551 SH 34 South Terrell, Texas 75160 United States",Associate,Texas,Accredited
University of Houston – Clear Lake,"1200 Pearland Parkway Pearland, Texas 77581 United States",Baccalaureate,Texas,Accredited
Victoria College,"2200 East Red River Street Victoria, Texas 77901-4494 United States",Associate,Texas,Accredited
Wayland Baptist University,"8300 Pat Booker Road Live Oak, Texas 78233 United States",Baccalaureate,Texas,Accredited
Wayland Baptist University,"8300 Pat Booker Road Live Oak, Texas 78233 United States",Master’s,Texas,Accredited
Weatherford College,"225 College Park Drive Weatherford, Texas 76086 United States",Associate,Texas,Accredited
Weatherford College,"225 College Park Drive Weatherford, Texas 76086 United States",Baccalaureate,Texas,Accredited
Bridgerland Technical College,"1301 North 600 West Logan, Utah 84321 ",Practical,Utah,Accredited
Davis Technical College,"550 East 300 South Kaysville, Utah 84037-2699 ",Practical,Utah,Accredited
Dixie Technical College,"610 South Tech Ridge, Building A St. George, Utah 84770 ",Practical,Utah,Accredited
Fortis College – Salt Lake City,"3949 South 700 East, Suite 150 Salt Lake City, Utah 84107 ",Associate,Utah,Accredited
"Joyce University of Nursing and
Health Sciences","12257 Business Park Drive Draper, Utah 84020 ",Associate,Utah,Accredited
Mountainland Technical College,"2301 Ashton Boulevard Lehi, Utah 84043 ",Practical,Utah,Accredited
Ogden-Weber Technical College,"200 North Washington Boulevard Ogden, Utah 84404 ",Practical,Utah,Accredited
Salt Lake Community College,"3491 West Wights Fort Road, 104A JHS West Jordan, Utah 84088 ",Associate,Utah,Accredited
Snow College,"800 West 200 South Richfield, Utah 84701 ",Associate,Utah,Accredited
Southwest Technical College,"757 West 800 South Cedar City, Utah 84720 ",Practical,Utah,Accredited
Tooele Technical College,"88 South Tooele Boulevard Tooele, Utah 84074 ",Practical,Utah,Accredited
Uintah Basin Technical College,"1100 East Lagoon Street Roosevelt, Utah 84066 United States",Practical,Utah,Accredited
Utah State University,"2695 Old Main Hill Logan, Utah 84322-5035 United States",Associate,Utah,Accredited
Utah State University,"2695 Old Main Hill Logan, Utah 84322-5035 United States",Practical,Utah,Accredited
Utah State University,"2695 Old Main Hill Logan, Utah 84322-5035 United States",Baccalaureate,Utah,Accredited
Utah Tech University,"225 South University Avenue St. George, Utah 84770 United States",Associate,Utah,Accredited
Utah Tech University,"225 South University Avenue St. George, Utah 84770 United States",Baccalaureate,Utah,Accredited
Utah Valley University,"800 West University Parkway Orem, Utah 84058 United States",Baccalaureate,Utah,Accredited
Utah Valley University,"800 West University Parkway Orem, Utah 84058 United States",Associate,Utah,Accredited
Utah Valley University,"800 West University Parkway Orem, Utah 84058 United States",Master’s,Utah,Accredited
Weber State University,"3875 Stadium Way Ogden, Utah 84408-3903 United States",Associate,Utah,Accredited
Weber State University,"3875 Stadium Way Ogden, Utah 84408-3903 United States",Baccalaureate,Utah,Accredited
Weber State University,"3875 Stadium Way Ogden, Utah 84408-3903 United States",Master’s/Post-Master’s Certificate,Utah,Accredited
Weber State University,"3875 Stadium Way #3903 Ogden, Utah 88409-3903 United States",Clinical Doctorate,Utah,Accredited
Blue Ridge Community College,"One College Lane Weyers Cave, Virginia 24486 ",Associate,Virginia,Accredited
Brightpoint Community College,"13101 Route 1 Chester, Virginia 23831 ",Associate,Virginia,Accredited
Bryant & Stratton College – Hampton,"5030 Kilgore Ave Hampton, Virginia 23666 ",Associate,Virginia,Accredited
Bryant & Stratton College – Richmond,"8141 Hull Street Road North Chesterfield, Virginia 23235 United States",Associate,Virginia,Accredited
Bryant & Stratton College – Richmond,"8141 Hull Street Road North Chesterfield, Virginia 23235 United States",Practical,Virginia,Accredited
Bryant & Stratton College – Virginia Beach,"301 Centre Pointe Drive Virginia Beach, Virginia 23462 ",Associate,Virginia,Accredited
ECPI University – Manassas,"10021 Balls Ford Road Manassas, Virginia 23462 United States",Associate,Virginia,Accredited
ECPI University – Newport News,"1001 Omni Boulevard, Suite 200 Newport News, Virginia 23606 ",Baccalaureate,Virginia,Accredited
ECPI University – Newport News,"1001 Omni Boulevard, Suite 200 Newport News, Virginia 23606 United States",Associate,Virginia,Accredited
ECPI University – Richmond,"2809 Emerywood Parkway Suite 400 Richmond, Virginia 23294 ",Associate,Virginia,Accredited
ECPI University – Roanoke,"5234 Airport Road Roanoke, Virginia 24012 United States",Associate,Virginia,Accredited
ECPI University – Virginia Beach,"5501 Greenwich Road #100 Virginia Beach, Virginia 23462 United States",Associate,Virginia,Accredited
Galen College of Nursing – Richmond,"11104 West Broad Street Richmond, Virginia 23060 USA",Associate,Virginia,Accredited
Germanna Community College – Locust Grove Campus,"2130 Germanna Highway, PO Box 1430 Locust Grove, Virginia 22508-2102 ",Associate,Virginia,Accredited
Henrico County Public Schools,"3751-C Nine Mile Road Richmond, Virginia 23223 United States",Practical,Virginia,Accredited
J Sargeant Reynolds Community College,"700 East Jackson Street Richmond, Virginia 23285-5622 United States",Associate,Virginia,Accredited
Laurel Ridge Community College,"173 Skirmisher Lane Middletown, Virginia 22645 ",Associate,Virginia,Accredited
Mountain Empire Community College,"3441 Mountain Empire Road Big Stone Gap, Virginia 24219 United States",Associate,Virginia,Accredited
Mountain Gateway Community College,"1000 Dabney Drive Clifton Forge, Virginia 24422 ",Associate,Virginia,Accredited
Norfolk State University,"700 Park Avenue Norfolk, Virginia 23504 United States",Baccalaureate,Virginia,Accredited
Norfolk Technical Center,"1330 North Military Highway Norfolk, Virginia 23502 United States",Practical,Virginia,Accredited
Northern Virginia Community College,"6699 Springfield Center Drive Springfield, Virginia 22150 ",Associate,Virginia,Accredited
Patrick & Henry Community College,"645 Patriot Avenue/PO Box 5311 Martinsville, Virginia 24115-5311 United States",Associate,Virginia,Accredited
Paul D. Camp Community College,"100 North College Drive Franklin, Virginia 23851 United States",Associate,Virginia,Accredited
Piedmont Virginia Community College,"501 College Drive Charlottesville, Virginia 22902 ",Associate,Virginia,Accredited
Rappahannock Community College,"12745 College Drive Glenns, Virginia 23149 United States",Associate,Virginia,Accredited
Riverside College of Health Careers,"316 Main Street Newport News, Virginia 23601 ",Practical,Virginia,Accredited
Riverside College of Health Careers,"316 Main Street Newport News, Virginia 23601-3814 ",Associate,Virginia,Accredited
Riverside College of Health Careers,"316 Main Street Newport News, Virginia 23601 United States",Baccalaureate,Virginia,Accredited
Saint Michael College of Allied Health,"8305 Richmond Highway Alexandria, Virginia 22309 United States",Practical,Virginia,Accredited
Saint Michael College of Allied Health,"8305 Richmond Highway, Suite 10A Alexandria, Virginia 22309 United States",Associate,Virginia,Accredited
Southside College of Health Sciences,"430 Clairmont Court, Suite #200 Colonial Heights, Virginia 23834 United States",Associate,Virginia,Accredited
Southside Virginia Community College,"200 Daniel Road Keysville, Virginia 23947 United States",Associate,Virginia,Accredited
Southwest Virginia Community College,"724 Community College Road Cedar Bluff, Virginia 24609 ",Associate,Virginia,Accredited
Tidewater Community College,"120 Campus Drive Portsmouth, Virginia 23701 ",Associate,Virginia,Accredited
Virginia Beach City Public Schools,"2925 North Landing Road Virginia Beach, Virginia 23456-2499 United States",Practical,Virginia,Accredited
Virginia Highlands Community College,"100 VHCC Drive Abingdon, Virginia 24210 United States",Associate,Virginia,Accredited
Virginia Peninsula Community College,"525 Butler Farm Road Suite 747 Hampton, Virginia 23666 United States",Associate,Virginia,Accredited
Virginia Western Community College,"3093 Colonial Avenue SW Roanoke, Virginia 24015 United States",Associate,Virginia,Accredited
Wytheville Community College,"1000 East Main Street Wytheville, Virginia 24382-3308 United States",Associate,Virginia,Accredited
Bellingham Technical College,"3028 Lindbergh Avenue Bellingham, Washington 98225-1599 ",Associate,Washington,Accredited
Bellingham Technical College,"3028 Lindbergh Avenue Bellingham, Washington 98225-1599 United States",Practical,Washington,Accredited
